textDisplay,textOriginal,likeCount,publishedAt,updatedAt
東海のにらめっこは長すぎたんだ…(たぶん),東海のにらめっこは長すぎたんだ…(たぶん),4,2022-10-18T12:33:51Z,2022-10-18T12:33:51Z
はじめしゃちょーに怒られろ笑,はじめしゃちょーに怒られろ笑,0,2022-10-19T03:10:34Z,2022-10-19T03:10:34Z
使った動画、全部ちゃんと再生回数低い理由あって草,使った動画、全部ちゃんと再生回数低い理由あって草,0,2022-10-18T13:40:31Z,2022-10-18T13:40:31Z
虫眼鏡さむいて,虫眼鏡さむいて,2,2022-10-18T14:16:02Z,2022-10-18T14:16:02Z
こういう系の動画のコメント欄に現れがちな「東海は他のYoutuberと違って～」みたいなコメントマジでキツイ「○○(特にフィッシャーズとかスカイピース)つまらん」とか言ってる奴って東海ファンってだけで自分のことおもろいって思ってそう,"こういう系の動画のコメント欄に現れがちな「東海は他のYoutuberと違って～」みたいなコメントマジでキツイ
「○○(特にフィッシャーズとかスカイピース)つまらん」とか言ってる奴って東海ファンってだけで自分のことおもろいって思ってそう",17,2022-10-18T13:02:52Z,2022-10-18T13:02:52Z
綺麗事言ってるやつ多いな〜つまらなそうな動画は東海オンエアでも見ないくせに,"綺麗事言ってるやつ多いな〜
つまらなそうな動画は東海オンエアでも見ないくせに",9,2022-10-18T22:25:38Z,2022-10-18T22:25:38Z
一番ダメなブラックフェイスやないか・・・大丈夫か短いけどさあ,一番ダメなブラックフェイスやないか・・・大丈夫か短いけどさあ,7,2022-10-18T16:50:44Z,2022-10-18T16:50:44Z
やっぱりスカイピースは面白くないんだな笑笑,やっぱりスカイピースは面白くないんだな笑笑,10,2022-10-18T23:33:51Z,2022-10-18T23:33:51Z
はじめんはわかった,はじめんはわかった,0,2022-10-20T22:35:18Z,2022-10-20T22:35:18Z
19:50 げんぷなんぺ🎶,19:50 げんぷなんぺ🎶,0,2022-10-18T12:54:01Z,2022-10-18T12:54:01Z
最近スカイピースとの絡み増えてきて嬉しい,最近スカイピースとの絡み増えてきて嬉しい,0,2022-10-18T15:02:01Z,2022-10-18T15:02:01Z
この動画も伸びなそう,この動画も伸びなそう,1,2022-10-18T13:11:33Z,2022-10-18T13:11:33Z
最終問題 HIKAKINさん マスオさん PDSダンテだと思った,最終問題 HIKAKINさん マスオさん PDSダンテだと思った,0,2022-10-18T14:18:09Z,2022-10-18T14:18:09Z
ごめんだけど4問目だけ死ぬほどつまんなかったな,ごめんだけど4問目だけ死ぬほどつまんなかったな,4,2022-10-18T16:03:04Z,2022-10-18T16:03:04Z
奥殿陣屋のとこかな？,奥殿陣屋のとこかな？,0,2022-10-18T22:55:53Z,2022-10-18T22:55:53Z
4:22 プレミア公開のチャットなのになんでネタバレあるの？,4:22 プレミア公開のチャットなのになんでネタバレあるの？,2,2022-10-18T13:53:31Z,2022-10-18T13:53:31Z
スカイピースだけは出てくんなよ,スカイピースだけは出てくんなよ,4,2022-10-18T13:06:55Z,2022-10-18T13:06:55Z
東海は伸びない動画なんてないやん,東海は伸びない動画なんてないやん,2,2022-10-18T13:08:09Z,2022-10-18T13:08:09Z
マサイ族を再現するのに顔黒塗りは…でも元動画がそうしてるのかも…と思ったら元動画は本物のマサイ族だった黒塗りは差別的って結構よく聞くけど東海は気にしないのかな東海はこういう価値観に遅れがあるの本当にもったいない,"マサイ族を再現するのに顔黒塗りは…でも元動画がそうしてるのかも…と思ったら元動画は本物のマサイ族だった
黒塗りは差別的って結構よく聞くけど東海は気にしないのかな
東海はこういう価値観に遅れがあるの本当にもったいない",7,2022-10-18T15:54:17Z,2022-10-18T15:54:17Z
最近のコメントなんか無理やり褒めてるようにしか見えない,最近のコメントなんか無理やり褒めてるようにしか見えない,3,2022-10-19T06:56:20Z,2022-10-19T06:56:20Z
りょうとし虫が3人一緒に回答する時のテロップ、青茶緑の混色がまー気持ち悪い笑,りょうとし虫が3人一緒に回答する時のテロップ、青茶緑の混色がまー気持ち悪い笑,4,2022-10-18T13:14:12Z,2022-10-18T13:14:12Z
まだスカイピースに文句言ってる奴たるいからどんどんいじって欲しい,まだスカイピースに文句言ってる奴たるいからどんどんいじって欲しい,0,2022-10-18T13:39:54Z,2022-10-18T13:39:54Z
りょうくんヘラヘラの動画知ってたやろ笑,りょうくんヘラヘラの動画知ってたやろ笑,0,2022-10-19T03:35:23Z,2022-10-19T03:35:23Z
マジでおもんないからスカイピースかと思ったら本当にスカイピースだったわ,マジでおもんないからスカイピースかと思ったら本当にスカイピースだったわ,7,2022-10-19T07:00:18Z,2022-10-19T07:00:18Z
スカイピースの動画はイージーでしょ,スカイピースの動画はイージーでしょ,2,2022-10-18T14:10:02Z,2022-10-18T14:10:02Z
なんとなく、この動画も微妙な感じだった。,なんとなく、この動画も微妙な感じだった。,5,2022-10-18T16:00:25Z,2022-10-18T16:00:25Z
25分くらいなんだけどとしみつwifi飛んでて邪魔だった？？,25分くらいなんだけどとしみつwifi飛んでて邪魔だった？？,0,2022-10-18T15:35:49Z,2022-10-18T15:35:49Z
ヘラヘラの動画出て嬉しい,ヘラヘラの動画出て嬉しい,0,2022-10-19T06:36:03Z,2022-10-19T06:36:03Z
さすがスカイピースやな^^,さすがスカイピースやな^^,0,2022-10-19T10:59:11Z,2022-10-19T10:59:11Z
即帰宅終わってから、スカイピース庇ってる感じあったけど、また何か言われてんの草,即帰宅終わってから、スカイピース庇ってる感じあったけど、また何か言われてんの草,10,2022-10-18T12:33:01Z,2022-10-18T12:33:01Z
ほらやっすいチョケするやん大食い企画人呼ぶやん著作権とか無視するやんだから東海視聴者の自分からしたら苦手なんだって 虫さん本当にあの企画に呼んでいい人達だと思ったの…？,"ほらやっすいチョケするやん
大食い企画人呼ぶやん
著作権とか無視するやん
だから東海視聴者の自分からしたら苦手なんだって 
虫さん本当にあの企画に呼んでいい人達だと思ったの…？",11,2022-10-18T17:08:59Z,2022-10-18T17:08:59Z
美柑にしか目がいかないのだけど,美柑にしか目がいかないのだけど,1,2022-10-18T15:10:28Z,2022-10-18T15:10:28Z
やっすいおもんないちょけ当たってうれしい！！,やっすいおもんないちょけ当たってうれしい！！,2,2022-10-18T12:59:57Z,2022-10-18T12:59:57Z
てっちゃんDS納車したん？,てっちゃんDS納車したん？,3,2022-10-19T03:44:44Z,2022-10-19T03:44:44Z
やっすいちょけ…,やっすいちょけ…,2,2022-10-20T04:05:28Z,2022-10-20T04:05:28Z
14:16結城美柑！！！！！！！！,"14:16
結城美柑！！！！！！！！",0,2022-10-18T14:23:11Z,2022-10-18T14:23:11Z
他のYouTuberはトーク力が無いからクソ企画だったらまじで伸びないんだろうね,他のYouTuberはトーク力が無いからクソ企画だったらまじで伸びないんだろうね,1,2022-10-18T14:44:20Z,2022-10-18T14:44:20Z
この動画が伸びなそう,この動画が伸びなそう,0,2022-10-18T15:16:01Z,2022-10-18T15:16:01Z
マサイ族「美味しいヤミー❗️✨🤟😁👍感謝❗️🙌✨感謝❗️🙌✨またいっぱい食べたいな❗️🍖😋🍴✨デリシャッ‼️🙏✨ｼｬ‼️🙏✨ ｼｬ‼️🙏✨ ｼｬ‼️🙏✨ ｼｬ‼️🙏✨ ｼｬ‼️🙏✨ ｼｬｯｯ‼ハッピー🌟スマイル❗️👉😁👈」,マサイ族「美味しいヤミー❗️✨🤟😁👍感謝❗️🙌✨感謝❗️🙌✨またいっぱい食べたいな❗️🍖😋🍴✨デリシャッ‼️🙏✨ｼｬ‼️🙏✨ ｼｬ‼️🙏✨ ｼｬ‼️🙏✨ ｼｬ‼️🙏✨ ｼｬ‼️🙏✨ ｼｬｯｯ‼ハッピー🌟スマイル❗️👉😁👈」,0,2022-10-18T12:38:36Z,2022-10-18T12:38:36Z
でたよスカイピースまじでさむい,"でたよスカイピース
まじでさむい",0,2022-10-20T19:50:43Z,2022-10-20T19:50:43Z
最初のやつりくくんのtシャツ着てる?,最初のやつりくくんのtシャツ着てる?,0,2022-10-19T05:02:39Z,2022-10-19T05:02:39Z
えんやはーんゆめまるさぁんかわいい,えんやはーんゆめまるさぁんかわいい,0,2022-10-18T15:13:47Z,2022-10-18T15:13:47Z
ガードマン最近出てきて嬉しい,ガードマン最近出てきて嬉しい,0,2022-10-19T13:26:49Z,2022-10-19T13:26:49Z
美柑じゃん！！,美柑じゃん！！,0,2022-10-19T10:11:45Z,2022-10-19T10:11:45Z
もう毒眼鏡に改名しろよ,もう毒眼鏡に改名しろよ,2,2022-10-19T02:38:50Z,2022-10-19T02:38:50Z
チャット欄が低俗すぎるw,チャット欄が低俗すぎるw,0,2022-10-18T13:48:39Z,2022-10-18T13:48:39Z
てつやが俺がチームまとめて引っ張ってくぞ！系のリーダーじゃないのなんか好き,てつやが俺がチームまとめて引っ張ってくぞ！系のリーダーじゃないのなんか好き,40,2022-10-18T11:52:26Z,2022-10-18T11:52:26Z
また未来人いる,また未来人いる,0,2022-10-18T13:54:00Z,2022-10-18T13:54:00Z
顔の黒塗りはポリコレ的にどうなんだろう。欧米に見つかったら絶対炎上するよね,顔の黒塗りはポリコレ的にどうなんだろう。欧米に見つかったら絶対炎上するよね,6,2022-10-18T14:58:24Z,2022-10-18T14:58:24Z
動画の内容に関係無さすぎて申し訳ないんだけど、東海の動画だけ広告流れたあとバグって音声と動画ズレるのって私だけ？なってる人いない？(ちなみにスマホだけこの現象が起きてます。),動画の内容に関係無さすぎて申し訳ないんだけど、東海の動画だけ広告流れたあとバグって音声と動画ズレるのって私だけ？なってる人いない？(ちなみにスマホだけこの現象が起きてます。),0,2022-10-18T13:11:50Z,2022-10-18T13:11:50Z
東海ってあんま思います！使わないよな,東海ってあんま思います！使わないよな,0,2022-10-18T16:36:50Z,2022-10-18T16:36:50Z
ネタバレ先の本家の動画のコメント欄を荒らすのはやめようね,ネタバレ先の本家の動画のコメント欄を荒らすのはやめようね,3,2022-10-18T12:33:51Z,2022-10-18T12:34:24Z
「美味しいヤミー❗️✨🤟😁👍感謝❗️🙌✨感謝❗️🙌✨またいっぱい食べたいな❗️🍖😋🍴✨デリシャッ‼️🙏✨ｼｬ‼️🙏✨ ｼｬ‼️🙏✨ ｼｬ‼️🙏✨ ｼｬ‼️🙏✨ ｼｬ‼️🙏✨ ｼｬｯｯ‼ハッピー🌟スマイル❗️👉😁👈」,「美味しいヤミー❗️✨🤟😁👍感謝❗️🙌✨感謝❗️🙌✨またいっぱい食べたいな❗️🍖😋🍴✨デリシャッ‼️🙏✨ｼｬ‼️🙏✨ ｼｬ‼️🙏✨ ｼｬ‼️🙏✨ ｼｬ‼️🙏✨ ｼｬ‼️🙏✨ ｼｬｯｯ‼ハッピー🌟スマイル❗️👉😁👈」,1,2022-10-19T01:04:33Z,2022-10-19T01:04:33Z
この間まで再生数とか気にしてないとか言ってたけどやっぱり気にしてたんやな😢,この間まで再生数とか気にしてないとか言ってたけどやっぱり気にしてたんやな😢,1,2022-10-19T12:16:10Z,2022-10-19T12:16:10Z
美味しいヤミーの人達、ここまで つっ…まらんとは思ってなかったごめん、正直ナメてた　これは馬鹿にされても文句出ないだろ,"美味しいヤミーの人達、ここまで つっ…まらんとは思ってなかった
ごめん、正直ナメてた　これは馬鹿にされても文句出ないだろ",10,2022-10-18T16:10:33Z,2022-10-18T16:10:33Z
元動画にわざわざ東海から来ましたってコメントしてるやつ寒いからやめろよ,"元動画にわざわざ東海から来ましたってコメントしてるやつ
寒いからやめろよ",5,2022-10-18T14:50:07Z,2022-10-18T14:50:07Z
再現動画見てるとワームホールの熊を思い出す,再現動画見てるとワームホールの熊を思い出す,4,2022-10-18T12:05:07Z,2022-10-18T12:05:07Z
1910ではないんですね。,1910ではないんですね。,0,2022-10-18T13:47:43Z,2022-10-18T13:47:43Z
まぁスカイピースは終わってきてるからな,まぁスカイピースは終わってきてるからな,2,2022-10-19T07:57:07Z,2022-10-19T07:57:07Z
もうそろ年１ゴルフ？,もうそろ年１ゴルフ？,0,2022-10-18T15:14:52Z,2022-10-18T15:14:52Z
てつや顔塗るのはやめた方がいいと思う,てつや顔塗るのはやめた方がいいと思う,4,2022-10-18T23:52:37Z,2022-10-18T23:52:37Z
まじでおもんないんだな感謝感謝って,まじでおもんないんだな感謝感謝って,1,2022-10-18T13:28:13Z,2022-10-18T13:28:13Z
スカイピースの動画大慶園じゃん！,スカイピースの動画大慶園じゃん！,1,2022-10-19T04:33:07Z,2022-10-19T04:33:07Z
もうスカイピースええて,もうスカイピースええて,6,2022-10-19T12:45:05Z,2022-10-19T12:45:05Z
グレーゾーン,グレーゾーン,0,2022-10-19T10:36:58Z,2022-10-19T10:36:58Z
11:43 ゆめまるジャンプしてるのかわいい,11:43 ゆめまるジャンプしてるのかわいい,0,2022-10-19T04:15:03Z,2022-10-19T04:15:03Z
どうもあの時の芝犬です,どうもあの時の芝犬です,0,2022-10-18T13:38:28Z,2022-10-18T13:38:28Z
虫さん浮いてるぞ、他のメンバー気使ってるし,虫さん浮いてるぞ、他のメンバー気使ってるし,3,2022-10-19T12:29:34Z,2022-10-19T12:29:44Z
3月15日？！サイコー3150,"3月15日？！
サイコー
3150",0,2022-10-19T23:53:43Z,2022-10-19T23:53:43Z
7:49 8:10,7:49 8:10,0,2022-10-19T10:42:56Z,2022-10-19T10:43:08Z
いい加減、黒塗りだけはやめてほしい😢,いい加減、黒塗りだけはやめてほしい😢,4,2022-10-19T00:42:33Z,2022-10-19T00:42:33Z
東海オンエアのハズレは虫眼鏡がいること,東海オンエアのハズレは虫眼鏡がいること,6,2022-10-18T17:58:20Z,2022-10-18T17:58:20Z
マサイ族の再現で顔黒く塗ってるの、もし海外の人が見たら不快に感じるかも…,マサイ族の再現で顔黒く塗ってるの、もし海外の人が見たら不快に感じるかも…,1,2022-10-18T12:38:23Z,2022-10-18T12:38:23Z
3:47のbgmって何ですか?!,3:47のbgmって何ですか?!,0,2022-10-20T04:45:28Z,2022-10-20T04:45:28Z
ブラックフェイスはよくないんごねえ,ブラックフェイスはよくないんごねえ,7,2022-10-18T14:54:40Z,2022-10-18T14:54:40Z
スカイピースってがちおもんないな,スカイピースってがちおもんないな,5,2022-10-18T13:12:07Z,2022-10-18T13:12:07Z
ゆめまる怒るの私も楽しみ,ゆめまる怒るの私も楽しみ,0,2022-10-18T17:13:21Z,2022-10-18T17:13:21Z
オイシーヤミかんしゃかんしゃ,オイシーヤミかんしゃかんしゃ,0,2022-10-19T08:49:51Z,2022-10-19T08:49:51Z
つまんねーースカイピースかよ・・・って思いながら見てたw,つまんねーースカイピースかよ・・・って思いながら見てたw,3,2022-10-18T13:50:55Z,2022-10-18T13:50:55Z
二問目ヘラヘラだろ,二問目ヘラヘラだろ,0,2022-10-19T12:12:36Z,2022-10-19T12:12:36Z
15:08何のキャラクターですか？,15:08何のキャラクターですか？,0,2022-10-18T15:10:52Z,2022-10-18T15:11:32Z
スカイピースおもんないなw,スカイピースおもんないなw,5,2022-10-18T22:28:01Z,2022-10-18T22:28:01Z
ケニアのやつ見たことあってモヤモヤした,ケニアのやつ見たことあってモヤモヤした,0,2022-10-18T14:58:29Z,2022-10-18T14:58:29Z
本音をいうともうスカイピースの名前すら出してほしくない。ファン層が違うねでいいのに。,本音をいうともうスカイピースの名前すら出してほしくない。ファン層が違うねでいいのに。,5,2022-10-19T09:54:47Z,2022-10-19T09:54:47Z
失敗動画が伸びないなら東海の日没タイムアウトとか初期設定厳しすぎてルール緩和が多すぎる動画が伸びてるのはなんで？,失敗動画が伸びないなら東海の日没タイムアウトとか初期設定厳しすぎてルール緩和が多すぎる動画が伸びてるのはなんで？,0,2022-10-18T14:46:25Z,2022-10-18T14:46:25Z
背番号0812好き,背番号0812好き,0,2022-10-19T11:34:02Z,2022-10-19T11:34:02Z
東海オンエア、ガードマン好きすぎないか？？,東海オンエア、ガードマン好きすぎないか？？,0,2022-10-18T22:40:09Z,2022-10-18T22:40:09Z
虫眼鏡に洗脳されとる人達多すぎて草,虫眼鏡に洗脳されとる人達多すぎて草,1,2022-10-18T13:12:49Z,2022-10-18T13:12:49Z
結城美柑のシャツ気になった人🙋,結城美柑のシャツ気になった人🙋,2,2022-10-19T00:36:58Z,2022-10-19T00:36:58Z
最近炎上取り返すかのようにスカイピースの名前出すから逆にウザイ（笑）,最近炎上取り返すかのようにスカイピースの名前出すから逆にウザイ（笑）,14,2022-10-18T17:33:31Z,2022-10-18T17:33:31Z
再生数が少ない× 再生数が比較的少ない○,再生数が少ない× 再生数が比較的少ない○,0,2022-10-18T14:50:27Z,2022-10-18T14:50:27Z
マサイ族のところで、黒人の方を意識して茶色い塗料で顔を塗ってると思うんだけど、それは「Black Face」って言います（黒人以外の演者が黒人を演じるために施す化粧のこと）。一部の黒人の方にとって不快に思う行動？（人種差別的な行為）でもあるので、これから注意して動画上げるとより良いと思います！東海が好きだからこそコメントさせて頂きました！,マサイ族のところで、黒人の方を意識して茶色い塗料で顔を塗ってると思うんだけど、それは「Black Face」って言います（黒人以外の演者が黒人を演じるために施す化粧のこと）。一部の黒人の方にとって不快に思う行動？（人種差別的な行為）でもあるので、これから注意して動画上げるとより良いと思います！東海が好きだからこそコメントさせて頂きました！,10,2022-10-18T14:31:45Z,2022-10-18T15:04:13Z
8:12ルフィやん,8:12ルフィやん,0,2022-10-19T15:43:14Z,2022-10-19T15:43:14Z
たぶん東海なら散歩してるだけとかでも1000万行く,たぶん東海なら散歩してるだけとかでも1000万行く,0,2022-10-18T14:30:48Z,2022-10-18T14:30:48Z
この動画を作ることで東海は1本取れて、人気のない動画はこの動画から見に行く人によって再生が回る。みんな得する最高の企画,"この動画を作ることで東海は1本取れて、人気のない動画はこの動画から見に行く人によって再生が回る。
みんな得する最高の企画",0,2022-10-18T13:09:07Z,2022-10-18T13:09:07Z
やっぱ最後だけ一切おもろく感じなかった,やっぱ最後だけ一切おもろく感じなかった,1,2022-10-18T13:16:45Z,2022-10-18T13:16:45Z
黒塗りだ笑軽く炎上覚悟しとこ笑,"黒塗りだ笑
軽く炎上覚悟しとこ笑",0,2022-10-18T15:15:38Z,2022-10-18T15:15:38Z
こんな企画おもろくないはずがない^_^だいすき,こんな企画おもろくないはずがない^_^だいすき,11,2022-10-18T11:57:06Z,2022-10-18T11:57:06Z
川に入る=超面白い！Fischer's？,"川に入る=超面白い！
Fischer's？",0,2022-10-18T13:09:04Z,2022-10-18T13:09:04Z
またスカイピースいじってるやん…もっとやらんかい,"またスカイピースいじってるやん…
もっとやらんかい",0,2022-10-18T16:29:54Z,2022-10-18T16:29:54Z
東海オンエアから来た人🙋,東海オンエアから来た人🙋,0,2022-10-18T14:34:27Z,2022-10-18T14:34:27Z
顔塗ってるの大丈夫そう？炎上しない？？,顔塗ってるの大丈夫そう？炎上しない？？,6,2022-10-18T16:56:47Z,2022-10-18T16:56:47Z
サムネの企画見たことあるぞ笑笑東海だったらなんでも面白くなるから期待大。平井大,サムネの企画見たことあるぞ笑笑東海だったらなんでも面白くなるから期待大。平井大,5,2022-10-18T12:01:45Z,2022-10-18T12:01:45Z
虫眼鏡って人が不快な思いする冗談言うから嫌い,虫眼鏡って人が不快な思いする冗談言うから嫌い,4,2022-10-19T10:07:27Z,2022-10-19T10:07:27Z
やっすいちょけ,やっすいちょけ,1,2022-10-18T13:16:32Z,2022-10-18T13:16:32Z
きゅつりゅうこうえん,きゅつりゅうこうえん,0,2022-10-19T03:14:18Z,2022-10-19T03:14:18Z
ヘラヘラ誰,ヘラヘラ誰,0,2022-10-18T17:28:28Z,2022-10-18T17:28:28Z
スカイピース…,スカイピース…,1,2022-10-18T13:07:34Z,2022-10-18T13:07:34Z
タイトルわからん,タイトルわからん,0,2022-10-18T13:52:09Z,2022-10-18T13:52:09Z
8:063月15日わたしの誕生日🫶🏻,"8:06
3月15日わたしの誕生日🫶🏻",0,2022-10-20T23:23:47Z,2022-10-20T23:23:47Z
まだコムドットはでないか〜,まだコムドットはでないか〜,0,2022-10-18T13:39:27Z,2022-10-18T13:39:27Z
スカピも東海も好きだけど、だからこそ東海ファンが東海オンエアの印象下げちゃってんのもそのファン自身がそれに気づいてないのも悲しい,スカピも東海も好きだけど、だからこそ東海ファンが東海オンエアの印象下げちゃってんのもそのファン自身がそれに気づいてないのも悲しい,4,2022-10-18T15:01:59Z,2022-10-18T15:01:59Z
（海外の人に黒塗りてつやが見つかって炎上しませんように…）,（海外の人に黒塗りてつやが見つかって炎上しませんように…）,1,2022-10-19T06:22:49Z,2022-10-19T06:22:49Z
2問目くらいに夕闇の動画出して｢あいつら全部伸びてないからどれかわからん｣って虫さんの毒舌こぼれるのちょっと期待してた,2問目くらいに夕闇の動画出して｢あいつら全部伸びてないからどれかわからん｣って虫さんの毒舌こぼれるのちょっと期待してた,1,2022-10-18T16:32:19Z,2022-10-18T16:32:19Z
単純にくそ面白くなくて草,単純にくそ面白くなくて草,1,2022-10-18T13:32:39Z,2022-10-18T13:32:39Z
遠目にディスってる？,遠目にディスってる？,0,2022-10-18T15:09:54Z,2022-10-18T15:09:54Z
美柑,美柑,0,2022-10-18T19:03:18Z,2022-10-18T19:03:18Z
＝東海オンエア１０周年year出演回数＝動画:6本てつや　:6しばゆー:4りょう　:6としみつ:6ゆめまる:6虫眼鏡　:6,"＝東海オンエア１０周年year出演回数＝
動画:6本

てつや　:6
しばゆー:4
りょう　:6
としみつ:6
ゆめまる:6
虫眼鏡　:6",1,2022-10-18T22:13:59Z,2022-10-18T22:13:59Z
17:06 うちの洗濯機かと思って10秒無駄にした。正しくもない音響編集は東海にはいらん。,17:06 うちの洗濯機かと思って10秒無駄にした。正しくもない音響編集は東海にはいらん。,0,2022-10-18T15:53:06Z,2022-10-18T15:53:06Z
2番目の女YouTuberの動画は面白かったなてつゆめの脚色どのくらい入ってるのか知らんけど,"2番目の女YouTuberの動画は面白かったな
てつゆめの脚色どのくらい入ってるのか知らんけど",0,2022-10-18T17:16:18Z,2022-10-18T17:16:18Z
こうして元動画の再生数を伸ばしてくれる東海オンエア,こうして元動画の再生数を伸ばしてくれる東海オンエア,1,2022-10-18T12:43:48Z,2022-10-18T12:43:48Z
顔の色で炎上しそう,顔の色で炎上しそう,4,2022-10-18T15:23:04Z,2022-10-18T15:23:04Z
ネタバレサムネで絶対はじめしゃちょー だってわかったー！！私得すぎる,"ネタバレ









サムネで絶対はじめしゃちょー だってわかったー！！私得すぎる",0,2022-10-19T03:49:23Z,2022-10-19T03:49:23Z
いつまでもスカイピースアンチしてんの本当に東海ファン名乗れんくなるくらい恥ずかしいからほんとやめて欲しい,いつまでもスカイピースアンチしてんの本当に東海ファン名乗れんくなるくらい恥ずかしいからほんとやめて欲しい,7,2022-10-19T06:02:45Z,2022-10-19T06:02:45Z
この動画後々絶対炎上する🤦‍♂️,この動画後々絶対炎上する🤦‍♂️,0,2022-10-20T19:21:45Z,2022-10-20T19:21:45Z
不快ピース出すな💢,不快ピース出すな💢,1,2022-10-19T14:49:50Z,2022-10-19T14:49:50Z
ゆめさんの企画説明が全部旅ロケに聞こえる笑,ゆめさんの企画説明が全部旅ロケに聞こえる笑,6,2022-10-18T12:13:28Z,2022-10-18T12:13:28Z
チャンネル登録していただけたら凄く嬉しいです🥹🥹🥹,チャンネル登録していただけたら凄く嬉しいです🥹🥹🥹,0,2022-10-19T04:34:40Z,2022-10-19T04:34:40Z
スカイピースおもんねー！,スカイピースおもんねー！,6,2022-10-18T15:33:03Z,2022-10-18T15:33:03Z
全部ちゃんと面白くなかった,全部ちゃんと面白くなかった,5,2022-10-18T18:04:01Z,2022-10-18T18:04:01Z
どうもレイクレ教(狂)です。最近東海オンエアの動画にレイクレが出てくることが嬉しいです。,どうもレイクレ教(狂)です。最近東海オンエアの動画にレイクレが出てくることが嬉しいです。,1,2022-10-18T23:42:13Z,2022-10-18T23:42:13Z
冒頭の人気YouTuberとは？→再生数が安定してるってあったけど、数いる人気YouTuberの中でも東海オンエアは本当に再生数の安定凄い。登録者増えても右肩上がりで安定してるの6人の面白さの力だなって思う🫶🏻,冒頭の人気YouTuberとは？→再生数が安定してるってあったけど、数いる人気YouTuberの中でも東海オンエアは本当に再生数の安定凄い。登録者増えても右肩上がりで安定してるの6人の面白さの力だなって思う🫶🏻,0,2022-10-18T12:40:31Z,2022-10-18T12:40:31Z
すごい失礼なようでいてちゃんと守るべきところは守っている動画,すごい失礼なようでいてちゃんと守るべきところは守っている動画,2,2022-10-18T12:31:48Z,2022-10-18T12:31:48Z
ちゃんと初期化した使ってないiPhoneっぽくて安心したわｗｗ東海もガチでやりそうなところあるしｗｗ,ちゃんと初期化した使ってないiPhoneっぽくて安心したわｗｗ東海もガチでやりそうなところあるしｗｗ,2,2022-10-18T12:23:54Z,2022-10-18T12:23:54Z
旅行の旅とか伸びない動画の代表格やん,旅行の旅とか伸びない動画の代表格やん,2,2022-10-18T12:32:47Z,2022-10-18T12:32:47Z
果たしてこの動画は伸びるのかどうか興味深いね！,果たしてこの動画は伸びるのかどうか興味深いね！,1,2022-10-18T12:34:14Z,2022-10-18T12:34:14Z
問題の動画のBGMがやっぱり東海味がして好き,問題の動画のBGMがやっぱり東海味がして好き,0,2022-10-18T12:25:20Z,2022-10-18T12:25:20Z
てつやの美柑Tシャツ、主張が激しいな,てつやの美柑Tシャツ、主張が激しいな,0,2022-10-18T12:29:04Z,2022-10-18T12:29:04Z
蜜柑のTシャツ可愛い,蜜柑のTシャツ可愛い,2,2022-10-18T12:17:25Z,2022-10-18T12:17:25Z
ゆめさんシャツ着るとビール腹目立ちすぎるなぁw,ゆめさんシャツ着るとビール腹目立ちすぎるなぁw,0,2022-10-18T12:31:48Z,2022-10-18T12:31:48Z
改めて東海のネタすごいな,改めて東海のネタすごいな,0,2022-10-18T12:30:44Z,2022-10-18T12:30:44Z
これは伸びなかった動画を救う手段として最適かもしれない,これは伸びなかった動画を救う手段として最適かもしれない,1,2022-10-18T12:15:14Z,2022-10-18T12:15:14Z
28万回で伸びてない判定なのがもう人気YouTuberのそれなのよ笑,28万回で伸びてない判定なのがもう人気YouTuberのそれなのよ笑,0,2022-10-18T12:27:52Z,2022-10-18T12:27:52Z
メタい回大好き,メタい回大好き,1,2022-10-18T12:30:24Z,2022-10-18T12:30:24Z
今日の教訓やりすぎずにやりきろう,"今日の教訓
やりすぎずにやりきろう",0,2022-10-18T12:31:50Z,2022-10-18T12:31:50Z
伸びてない動画を再現していくスタイル,伸びてない動画を再現していくスタイル,1,2022-10-18T12:34:44Z,2022-10-18T12:34:44Z
怒らないのね、ゆめまるくん☺️,怒らないのね、ゆめまるくん☺️,0,2022-10-18T12:20:54Z,2022-10-18T12:20:54Z
絶対面白いじゃん❣️,絶対面白いじゃん❣️,0,2022-10-18T11:33:58Z,2022-10-18T11:33:58Z
ジムで筋トレしながらイヤホンで聞いとったら美味しいヤミー出てきて一気に力抜けた,ジムで筋トレしながらイヤホンで聞いとったら美味しいヤミー出てきて一気に力抜けた,0,2022-10-18T12:31:15Z,2022-10-18T12:31:15Z
バズった動画もやってほしい,バズった動画もやってほしい,4,2022-10-18T11:59:35Z,2022-10-18T11:59:35Z
東海オンエアに掘り返されてハズレが当たりに変わるかもね笑,東海オンエアに掘り返されてハズレが当たりに変わるかもね笑,11,2022-10-18T11:35:41Z,2022-10-18T11:35:41Z
企画内容がありがた迷惑すぎて笑った,企画内容がありがた迷惑すぎて笑った,2,2022-10-18T12:31:53Z,2022-10-18T12:31:53Z
マサイ族の時に流れる音楽聞くと、山菜の天ぷらの動画思い出すんだよな、、、笑,マサイ族の時に流れる音楽聞くと、山菜の天ぷらの動画思い出すんだよな、、、笑,1,2022-10-18T12:23:57Z,2022-10-18T12:23:57Z
でも伸びてないっていってる28万は普通のYouTuberからしたら結構凄いことだとおもう,でも伸びてないっていってる28万は普通のYouTuberからしたら結構凄いことだとおもう,9,2022-10-18T12:21:33Z,2022-10-18T12:21:33Z
